loan_amnt,int_rate,issue_d,loan_status
10000.0,12.12,2012-04-01,1.0
7800.0,7.9,2012-04-01,1.0
10500.0,17.99,2012-04-01,1.0
5200.0,14.65,2012-04-01,0.0
12000.0,13.99,2012-04-01,1.0
4000.0,17.27,2012-04-01,1.0
14000.0,7.9,2012-04-01,1.0
11400.0,12.12,2012-04-01,1.0
25000.0,19.99,2012-04-01,1.0
3000.0,8.9,2012-04-01,0.0
20050.0,15.81,2012-04-01,1.0
9600.0,14.65,2012-04-01,0.0
6000.0,10.74,2012-04-01,1.0
10000.0,6.62,2012-04-01,1.0
18000.0,18.25,2012-04-01,0.0
18400.0,20.5,2012-04-01,1.0
6700.0,12.12,2012-04-01,0.0
14400.0,14.65,2012-04-01,1.0
8800.0,10.74,2012-04-01,1.0
20000.0,7.9,2012-04-01,1.0
20000.0,9.76,2012-04-01,1.0
22250.0,12.12,2012-04-01,0.0
4500.0,12.12,2012-04-01,1.0
10000.0,13.99,2012-04-01,1.0
10000.0,13.67,2012-04-01,1.0
1500.0,8.9,2012-04-01,0.0
8000.0,10.74,2012-04-01,0.0
25000.0,9.76,2012-04-01,1.0
1200.0,17.99,2012-04-01,1.0
7000.0,13.99,2012-04-01,0.0
4000.0,13.11,2012-04-01,1.0
8000.0,14.65,2012-04-01,0.0
20000.0,12.12,2012-04-01,1.0
11450.0,13.99,2012-04-01,0.0
5000.0,12.12,2012-04-01,1.0
8000.0,14.65,2012-04-01,1.0
9175.0,10.74,2012-04-01,0.0
6400.0,9.76,2012-04-01,0.0
17000.0,15.81,2012-04-01,0.0
14900.0,8.9,2012-04-01,0.0
35000.0,22.45,2012-04-01,0.0
18000.0,12.12,2012-04-01,0.0
8000.0,7.9,2012-04-01,1.0
14000.0,13.99,2012-04-01,0.0
28000.0,22.78,2012-04-01,0.0
3000.0,16.29,2012-04-01,0.0
20000.0,20.5,2012-04-01,0.0
13475.0,18.25,2012-04-01,0.0
4000.0,9.76,2012-04-01,0.0
15000.0,18.55,2012-04-01,1.0
12000.0,13.99,2012-04-01,0.0
19425.0,14.65,2012-04-01,0.0
8400.0,8.9,2012-04-01,1.0
10000.0,10.74,2012-04-01,1.0
2575.0,7.9,2012-04-01,1.0
25000.0,23.13,2012-04-01,1.0
20000.0,7.9,2012-04-01,1.0
20000.0,7.9,2012-04-01,1.0
20000.0,13.99,2012-04-01,0.0
10400.0,7.9,2012-04-01,0.0
12000.0,10.74,2012-04-01,0.0
16950.0,12.12,2012-04-01,1.0
32000.0,12.12,2012-04-01,0.0
30000.0,22.78,2012-04-01,0.0
5600.0,7.9,2012-04-01,1.0
17000.0,15.31,2012-04-01,1.0
20000.0,14.65,2012-04-01,1.0
8500.0,13.11,2012-04-01,1.0
17625.0,9.76,2012-04-01,0.0
5000.0,10.74,2012-04-01,1.0
20000.0,22.45,2012-04-01,0.0
5500.0,15.81,2012-04-01,1.0
12525.0,12.12,2012-04-01,1.0
25000.0,12.12,2012-04-01,0.0
4000.0,9.76,2012-04-01,0.0
25450.0,13.67,2012-04-01,0.0
7000.0,6.03,2012-04-01,1.0
20000.0,14.65,2012-04-01,0.0
24000.0,10.74,2012-04-01,0.0
4950.0,18.55,2012-04-01,1.0
2250.0,7.9,2012-04-01,1.0
16200.0,15.81,2012-04-01,0.0
10000.0,17.27,2012-04-01,0.0
30000.0,14.65,2012-04-01,1.0
15000.0,13.67,2012-04-01,1.0
23850.0,21.97,2012-04-01,0.0
7500.0,17.27,2012-04-01,1.0
11200.0,6.03,2012-04-01,1.0
6000.0,19.99,2012-04-01,1.0
7800.0,9.76,2012-04-01,0.0
12000.0,6.62,2012-04-01,1.0
14600.0,20.99,2012-04-01,1.0
8100.0,7.9,2012-04-01,1.0
13000.0,8.9,2012-04-01,1.0
2200.0,16.29,2012-04-01,0.0
35000.0,12.12,2012-04-01,1.0
35000.0,12.12,2012-04-01,1.0
11000.0,15.81,2012-04-01,0.0
18000.0,12.12,2012-04-01,0.0
10000.0,13.67,2012-04-01,1.0
12000.0,8.9,2012-04-01,1.0
10000.0,13.11,2012-04-01,0.0
23800.0,13.99,2012-04-01,0.0
13000.0,10.74,2012-04-01,1.0
32000.0,21.97,2012-04-01,0.0
10000.0,13.99,2012-04-01,0.0
7200.0,8.9,2012-04-01,1.0
24000.0,24.2,2012-04-01,0.0
18000.0,13.99,2012-04-01,1.0
30000.0,21.48,2012-04-01,1.0
16000.0,8.9,2012-04-01,1.0
4000.0,7.9,2012-04-01,0.0
8000.0,12.12,2012-04-01,0.0
9000.0,13.67,2012-04-01,1.0
15000.0,7.9,2012-04-01,0.0
19200.0,13.67,2012-04-01,0.0
12000.0,17.99,2012-04-01,1.0
9100.0,21.48,2012-04-01,0.0
4000.0,12.12,2012-04-01,1.0
20000.0,6.62,2012-04-01,1.0
12000.0,18.55,2012-04-01,0.0
35000.0,17.99,2012-04-01,1.0
20000.0,13.67,2012-04-01,1.0
4800.0,15.31,2012-04-01,0.0
20000.0,13.11,2012-04-01,1.0
9500.0,10.74,2012-04-01,1.0
25000.0,16.29,2012-04-01,0.0
16000.0,13.99,2012-04-01,0.0
7200.0,17.99,2012-04-01,0.0
7100.0,7.9,2012-04-01,1.0
2800.0,7.9,2012-04-01,1.0
9600.0,15.31,2012-04-01,1.0
18000.0,12.12,2012-04-01,1.0
8000.0,6.03,2012-04-01,1.0
10825.0,13.67,2012-04-01,1.0
3000.0,7.9,2012-04-01,0.0
14400.0,8.9,2012-04-01,0.0
24250.0,7.62,2012-04-01,1.0
35000.0,20.99,2012-04-01,1.0
4800.0,16.29,2012-04-01,0.0
26675.0,15.31,2012-04-01,0.0
14000.0,17.99,2012-04-01,0.0
5800.0,12.12,2012-04-01,1.0
21000.0,13.11,2012-04-01,0.0
18250.0,14.65,2012-04-01,1.0
25000.0,9.76,2012-04-01,1.0
14950.0,10.74,2012-04-01,1.0
8000.0,17.99,2012-04-01,0.0
6000.0,10.74,2012-04-01,1.0
25000.0,14.65,2012-04-01,1.0
25000.0,14.65,2012-04-01,0.0
10000.0,14.65,2012-04-01,1.0
12000.0,12.12,2012-04-01,1.0
15000.0,18.25,2012-04-01,1.0
3500.0,12.12,2012-04-01,0.0
9600.0,7.9,2012-04-01,1.0
35000.0,8.9,2012-04-01,1.0
20000.0,19.99,2012-04-01,1.0
17625.0,15.31,2012-04-01,1.0
17600.0,10.74,2012-04-01,1.0
24000.0,12.12,2012-04-01,0.0
3100.0,13.99,2012-04-01,1.0
9600.0,13.99,2012-04-01,0.0
12000.0,14.65,2012-04-01,1.0
12000.0,10.74,2012-04-01,1.0
10500.0,12.12,2012-04-01,1.0
22750.0,19.99,2012-04-01,0.0
12000.0,7.9,2012-04-01,1.0
12000.0,9.76,2012-04-01,1.0
11000.0,8.9,2012-04-01,1.0
18400.0,20.99,2012-04-01,0.0
3350.0,9.76,2012-04-01,1.0
14000.0,9.76,2012-04-01,1.0
15000.0,13.11,2012-04-01,1.0
30000.0,17.99,2012-04-01,1.0
17500.0,7.9,2012-04-01,1.0
18250.0,19.99,2012-04-01,0.0
28000.0,7.9,2012-04-01,1.0
10000.0,13.11,2012-04-01,1.0
12300.0,7.62,2012-04-01,1.0
9900.0,17.99,2012-04-01,0.0
3000.0,14.65,2012-04-01,1.0
13000.0,13.67,2012-04-01,0.0
35000.0,23.26,2012-04-01,0.0
25000.0,17.27,2012-04-01,1.0
12875.0,12.12,2012-04-01,1.0
11000.0,18.25,2012-04-01,0.0
14000.0,7.9,2012-04-01,1.0
7200.0,9.76,2012-04-01,0.0
35000.0,23.26,2012-04-01,0.0
24250.0,18.25,2012-04-01,0.0
4000.0,19.22,2012-04-01,1.0
7450.0,16.29,2012-04-01,0.0
3000.0,6.03,2012-04-01,1.0
27000.0,9.76,2012-04-01,1.0
3300.0,16.29,2012-04-01,1.0
12000.0,9.76,2012-04-01,0.0
12000.0,14.65,2012-04-01,0.0
11000.0,15.31,2012-04-01,1.0
23000.0,12.12,2012-04-01,0.0
10000.0,7.9,2012-04-01,0.0
30000.0,19.99,2012-04-01,0.0
15600.0,13.67,2012-04-01,0.0
15000.0,18.25,2012-04-01,0.0
6850.0,13.11,2012-04-01,1.0
2000.0,8.9,2012-04-01,1.0
12000.0,15.31,2012-04-01,1.0
12000.0,18.55,2012-04-01,0.0
6325.0,13.67,2012-04-01,1.0
7000.0,10.74,2012-04-01,1.0
8000.0,10.74,2012-04-01,0.0
5000.0,7.9,2012-04-01,1.0
24000.0,15.31,2012-04-01,0.0
10000.0,13.11,2012-04-01,1.0
10000.0,9.76,2012-04-01,1.0
9000.0,7.62,2012-04-01,1.0
18550.0,13.99,2012-04-01,0.0
12000.0,7.9,2012-04-01,1.0
23000.0,18.55,2012-04-01,1.0
6000.0,13.67,2012-04-01,0.0
15000.0,17.99,2012-04-01,1.0
8400.0,15.81,2012-04-01,0.0
20000.0,13.11,2012-04-01,1.0
18000.0,15.81,2012-04-01,0.0
1200.0,14.65,2012-04-01,1.0
5000.0,10.74,2012-04-01,1.0
10600.0,20.5,2012-04-01,0.0
10000.0,7.9,2012-04-01,1.0
12000.0,13.99,2012-04-01,0.0
14300.0,13.67,2012-04-01,1.0
8000.0,17.99,2012-04-01,1.0
5575.0,13.11,2012-04-01,1.0
15000.0,7.9,2012-04-01,1.0
7000.0,12.12,2012-04-01,1.0
8000.0,22.45,2012-04-01,0.0
7000.0,13.11,2012-04-01,0.0
15000.0,13.11,2012-04-01,0.0
14600.0,10.74,2012-04-01,1.0
3600.0,13.99,2012-04-01,1.0
8000.0,13.11,2012-04-01,0.0
8700.0,21.97,2012-04-01,0.0
12000.0,13.67,2012-04-01,0.0
7300.0,15.31,2012-04-01,0.0
24000.0,7.62,2012-04-01,1.0
10000.0,18.25,2012-04-01,0.0
7000.0,13.67,2012-04-01,1.0
15000.0,7.9,2012-04-01,0.0
7400.0,9.76,2012-04-01,1.0
2000.0,14.65,2012-04-01,0.0
9000.0,17.27,2012-04-01,0.0
17500.0,13.99,2012-04-01,0.0
18000.0,13.67,2012-04-01,0.0
15000.0,17.27,2012-04-01,0.0
23675.0,17.99,2012-04-01,0.0
7200.0,13.99,2012-04-01,1.0
18000.0,7.9,2012-04-01,1.0
10000.0,14.65,2012-04-01,1.0
18200.0,13.11,2012-04-01,1.0
15000.0,13.99,2012-04-01,0.0
10000.0,13.11,2012-04-01,1.0
18825.0,14.65,2012-04-01,1.0
9350.0,13.67,2012-04-01,0.0
18125.0,15.81,2012-04-01,0.0
16000.0,6.03,2012-04-01,1.0
20000.0,13.11,2012-04-01,0.0
1575.0,9.76,2012-04-01,0.0
16000.0,13.11,2012-04-01,1.0
30000.0,14.65,2012-04-01,1.0
9600.0,7.62,2012-04-01,1.0
21000.0,19.22,2012-04-01,1.0
22800.0,19.99,2012-04-01,0.0
8000.0,7.9,2012-04-01,0.0
12000.0,9.76,2012-04-01,0.0
30000.0,14.65,2012-04-01,0.0
10800.0,13.99,2012-04-01,1.0
13600.0,14.65,2012-04-01,1.0
15000.0,9.76,2012-04-01,0.0
20000.0,19.99,2012-04-01,0.0
14550.0,15.81,2012-04-01,0.0
16000.0,16.29,2012-04-01,0.0
15000.0,8.9,2012-04-01,0.0
9000.0,13.99,2012-04-01,0.0
10000.0,10.74,2012-04-01,1.0
7500.0,19.22,2012-04-01,0.0
10000.0,9.76,2012-04-01,0.0
3200.0,6.03,2012-04-01,1.0
4000.0,6.03,2012-04-01,1.0
20950.0,12.12,2012-04-01,1.0
10000.0,10.74,2012-04-01,1.0
24375.0,18.55,2012-04-01,1.0
15800.0,9.76,2012-04-01,1.0
1250.0,9.76,2012-04-01,1.0
25000.0,19.99,2012-04-01,0.0
33000.0,17.99,2012-04-01,0.0
15000.0,15.31,2012-04-01,1.0
4400.0,10.74,2012-04-01,0.0
8000.0,15.31,2012-04-01,0.0
10000.0,13.11,2012-04-01,1.0
18000.0,19.99,2012-04-01,1.0
10000.0,15.81,2012-04-01,1.0
16600.0,17.99,2012-04-01,1.0
35000.0,22.45,2012-04-01,0.0
6000.0,10.74,2012-04-01,1.0
7200.0,13.11,2012-04-01,0.0
12000.0,12.12,2012-04-01,0.0
7000.0,13.99,2012-04-01,0.0
24000.0,17.99,2012-04-01,1.0
28000.0,9.76,2012-04-01,1.0
12000.0,19.22,2012-04-01,1.0
7500.0,6.03,2012-04-01,1.0
10000.0,10.74,2012-04-01,1.0
12000.0,6.62,2012-04-01,1.0
9000.0,7.62,2012-04-01,1.0
15000.0,9.76,2012-04-01,1.0
9800.0,10.74,2012-04-01,0.0
7500.0,10.74,2012-04-01,1.0
3600.0,16.29,2012-04-01,0.0
1500.0,13.99,2012-04-01,0.0
10000.0,15.31,2012-04-01,1.0
8500.0,13.99,2012-04-01,0.0
4000.0,15.81,2012-04-01,0.0
12000.0,13.11,2012-04-01,1.0
12000.0,12.12,2012-04-01,0.0
4000.0,9.76,2012-04-01,1.0
13200.0,20.99,2012-04-01,0.0
10800.0,13.67,2012-04-01,1.0
5000.0,10.74,2012-04-01,1.0
16000.0,21.97,2012-04-01,0.0
24800.0,13.11,2012-04-01,0.0
15000.0,15.31,2012-04-01,1.0
6000.0,7.9,2012-04-01,1.0
4000.0,14.65,2012-04-01,1.0
26300.0,16.29,2012-04-01,1.0
15000.0,15.81,2012-04-01,0.0
15000.0,12.12,2012-04-01,0.0
14400.0,8.9,2012-04-01,0.0
27300.0,20.5,2012-04-01,0.0
12000.0,10.74,2012-04-01,0.0
5000.0,6.03,2012-04-01,1.0
17475.0,18.55,2012-04-01,0.0
15000.0,15.81,2012-04-01,1.0
3975.0,7.62,2012-04-01,1.0
30000.0,10.74,2012-04-01,0.0
18000.0,15.81,2012-04-01,0.0
20775.0,18.25,2012-04-01,1.0
35000.0,17.27,2012-04-01,1.0
13000.0,12.12,2012-04-01,0.0
15000.0,15.81,2012-04-01,1.0
27575.0,14.65,2012-04-01,0.0
6000.0,13.99,2012-04-01,0.0
3500.0,16.29,2012-04-01,1.0
15000.0,18.25,2012-04-01,0.0
9500.0,20.5,2012-04-01,1.0
10000.0,13.99,2012-04-01,0.0
13775.0,7.9,2012-04-01,0.0
15000.0,18.55,2012-04-01,0.0
9600.0,10.74,2012-04-01,1.0
10300.0,12.12,2012-04-01,0.0
8000.0,14.65,2012-04-01,1.0
13000.0,9.76,2012-04-01,1.0
19750.0,17.99,2012-04-01,0.0
18000.0,17.27,2012-04-01,0.0
35000.0,13.99,2012-04-01,1.0
12000.0,13.99,2012-04-01,0.0
8225.0,14.65,2012-04-01,0.0
8000.0,15.81,2012-04-01,0.0
25000.0,22.78,2012-04-01,0.0
22000.0,13.67,2012-04-01,0.0
21200.0,12.12,2012-04-01,0.0
14250.0,18.25,2012-04-01,0.0
10000.0,6.03,2012-04-01,1.0
15000.0,18.25,2012-04-01,0.0
6000.0,16.29,2012-04-01,0.0
12000.0,7.62,2012-04-01,1.0
18000.0,18.55,2012-04-01,0.0
13750.0,6.03,2012-04-01,0.0
12000.0,13.67,2012-04-01,1.0
24000.0,20.5,2012-04-01,0.0
6000.0,12.12,2012-04-01,1.0
10000.0,13.11,2012-04-01,0.0
1000.0,7.9,2012-04-01,0.0
12000.0,14.65,2012-04-01,0.0
20000.0,18.55,2012-04-01,1.0
18000.0,15.81,2012-04-01,1.0
8000.0,18.25,2012-04-01,1.0
30000.0,20.5,2012-04-01,0.0
18000.0,18.25,2012-04-01,0.0
4000.0,9.76,2012-04-01,0.0
6600.0,8.9,2012-04-01,1.0
6000.0,13.67,2012-04-01,1.0
8000.0,14.65,2012-04-01,1.0
18225.0,12.12,2012-04-01,1.0
4600.0,13.67,2012-04-01,1.0
19750.0,16.29,2012-04-01,0.0
6000.0,9.76,2012-04-01,1.0
10000.0,13.11,2012-04-01,1.0
7000.0,6.03,2012-04-01,1.0
14000.0,12.12,2012-04-01,1.0
8000.0,7.9,2012-04-01,1.0
12175.0,7.62,2012-04-01,0.0
12300.0,8.9,2012-04-01,0.0
12000.0,12.12,2012-04-01,0.0
19125.0,13.67,2012-04-01,1.0
20800.0,19.99,2012-04-01,0.0
4000.0,13.99,2012-04-01,0.0
20000.0,13.11,2012-04-01,0.0
10000.0,13.99,2012-04-01,1.0
26500.0,18.25,2012-04-01,0.0
20000.0,18.25,2012-04-01,0.0
1200.0,13.99,2012-04-01,0.0
4800.0,6.62,2012-04-01,1.0
7500.0,12.12,2012-04-01,0.0
10000.0,7.9,2012-04-01,1.0
18000.0,12.12,2012-04-01,1.0
25575.0,8.9,2012-04-01,0.0
10000.0,9.76,2012-04-01,0.0
26000.0,14.65,2012-04-01,0.0
21000.0,14.65,2012-04-01,0.0
20000.0,19.22,2012-04-01,0.0
16000.0,10.74,2012-04-01,1.0
10000.0,16.29,2012-04-01,0.0
6400.0,8.9,2012-04-01,1.0
6500.0,12.12,2012-04-01,1.0
12200.0,13.67,2012-04-01,1.0
22800.0,18.55,2012-04-01,0.0
17800.0,20.5,2012-04-01,0.0
12500.0,8.9,2012-04-01,1.0
3600.0,16.29,2012-04-01,1.0
25000.0,15.31,2012-04-01,0.0
10000.0,7.9,2012-04-01,0.0
15000.0,7.9,2012-04-01,1.0
15500.0,17.99,2012-04-01,1.0
5000.0,13.11,2012-04-01,0.0
18000.0,8.9,2012-04-01,1.0
16000.0,13.99,2012-04-01,0.0
4000.0,13.67,2012-04-01,1.0
33000.0,19.99,2012-04-01,0.0
22000.0,18.25,2012-04-01,1.0
16800.0,7.9,2012-04-01,1.0
10800.0,14.65,2012-04-01,0.0
3500.0,13.67,2012-04-01,0.0
12000.0,12.12,2012-04-01,0.0
11000.0,13.99,2012-04-01,0.0
16800.0,13.11,2012-04-01,1.0
16500.0,9.76,2012-04-01,1.0
13200.0,17.99,2012-04-01,1.0
8000.0,13.11,2012-04-01,0.0
9600.0,6.62,2012-04-01,1.0
21000.0,10.74,2012-04-01,0.0
24500.0,23.33,2012-04-01,0.0
7500.0,10.74,2012-04-01,1.0
13200.0,10.74,2012-04-01,1.0
20000.0,19.22,2012-04-01,0.0
5375.0,6.03,2012-04-01,0.0
35000.0,21.48,2012-04-01,0.0
15000.0,6.03,2012-04-01,1.0
8000.0,6.62,2012-04-01,1.0
24000.0,14.65,2012-04-01,1.0
30000.0,23.13,2012-04-01,1.0
7000.0,17.99,2012-04-01,1.0
15000.0,12.12,2012-04-01,1.0
24000.0,13.67,2012-04-01,1.0
30000.0,17.27,2012-04-01,0.0
35000.0,17.27,2012-04-01,1.0
12000.0,12.12,2012-04-01,1.0
12000.0,13.11,2012-04-01,1.0
7900.0,7.9,2012-04-01,1.0
9000.0,13.67,2012-04-01,0.0
26300.0,23.13,2012-04-01,1.0
16000.0,14.65,2012-04-01,1.0
3000.0,13.99,2012-04-01,1.0
10000.0,10.74,2012-04-01,0.0
10000.0,14.65,2012-04-01,0.0
14000.0,14.65,2012-04-01,0.0
16000.0,13.67,2012-04-01,0.0
8400.0,10.74,2012-04-01,1.0
20000.0,8.9,2012-04-01,1.0
15000.0,7.62,2012-04-01,1.0
5000.0,13.67,2012-04-01,0.0
24000.0,12.12,2012-04-01,1.0
20000.0,13.99,2012-04-01,0.0
16000.0,10.74,2012-04-01,0.0
24925.0,10.74,2012-04-01,0.0
9000.0,13.11,2012-04-01,0.0
25000.0,18.25,2012-04-01,0.0
14000.0,6.62,2012-05-01,1.0
24000.0,15.31,2012-05-01,0.0
7350.0,6.62,2012-05-01,0.0
17500.0,20.99,2012-05-01,1.0
4500.0,17.27,2012-05-01,1.0
9000.0,14.65,2012-05-01,0.0
20000.0,19.22,2012-05-01,0.0
7000.0,17.99,2012-05-01,0.0
9000.0,7.62,2012-05-01,0.0
12400.0,12.12,2012-05-01,1.0
6000.0,14.65,2012-05-01,1.0
16000.0,9.76,2012-05-01,1.0
20000.0,13.99,2012-05-01,1.0
28000.0,15.31,2012-05-01,0.0
22000.0,8.9,2012-05-01,0.0
5000.0,9.76,2012-05-01,0.0
7400.0,13.99,2012-05-01,0.0
15000.0,13.99,2012-05-01,1.0
11000.0,10.74,2012-05-01,1.0
8000.0,7.62,2012-05-01,1.0
6450.0,12.12,2012-05-01,0.0
24000.0,22.45,2012-05-01,1.0
16800.0,14.65,2012-05-01,0.0
24000.0,20.5,2012-05-01,0.0
25000.0,12.12,2012-05-01,1.0
15000.0,13.67,2012-05-01,0.0
7000.0,9.76,2012-05-01,1.0
16000.0,16.29,2012-05-01,0.0
12000.0,16.29,2012-05-01,0.0
7000.0,13.11,2012-05-01,1.0
10625.0,13.67,2012-05-01,1.0
15000.0,15.81,2012-05-01,0.0
16200.0,20.5,2012-05-01,0.0
12000.0,18.25,2012-05-01,0.0
15000.0,7.9,2012-05-01,1.0
10000.0,12.12,2012-05-01,0.0
21000.0,17.99,2012-05-01,0.0
6850.0,7.9,2012-05-01,1.0
4600.0,17.27,2012-05-01,0.0
12000.0,6.03,2012-05-01,1.0
21000.0,13.99,2012-05-01,1.0
18000.0,14.65,2012-05-01,1.0
12000.0,14.65,2012-05-01,1.0
10000.0,6.03,2012-05-01,1.0
11000.0,12.12,2012-05-01,1.0
15000.0,18.55,2012-05-01,0.0
18000.0,15.31,2012-05-01,1.0
17050.0,19.22,2012-05-01,0.0
20000.0,10.74,2012-05-01,1.0
5000.0,16.29,2012-05-01,0.0
10000.0,12.12,2012-05-01,0.0
8000.0,7.9,2012-05-01,1.0
24000.0,18.55,2012-05-01,1.0
16800.0,20.5,2012-05-01,0.0
5200.0,19.22,2012-05-01,0.0
15000.0,21.97,2012-05-01,1.0
5825.0,13.11,2012-05-01,1.0
20000.0,7.62,2012-05-01,1.0
21600.0,17.99,2012-05-01,0.0
3200.0,10.74,2012-05-01,1.0
2550.0,12.12,2012-05-01,0.0
25000.0,14.65,2012-05-01,1.0
2600.0,13.11,2012-05-01,1.0
28000.0,9.76,2012-05-01,0.0
9000.0,13.67,2012-05-01,0.0
12000.0,13.11,2012-05-01,1.0
20125.0,13.11,2012-05-01,1.0
6000.0,13.67,2012-05-01,0.0
12000.0,18.25,2012-05-01,1.0
16300.0,6.03,2012-05-01,1.0
16800.0,20.99,2012-05-01,0.0
20000.0,15.81,2012-05-01,0.0
5000.0,10.74,2012-05-01,1.0
10000.0,17.27,2012-05-01,0.0
7000.0,13.99,2012-05-01,0.0
18000.0,20.5,2012-05-01,1.0
9000.0,7.62,2012-05-01,1.0
7000.0,10.74,2012-05-01,0.0
10800.0,17.27,2012-05-01,0.0
12000.0,6.62,2012-05-01,1.0
17475.0,12.12,2012-05-01,1.0
20000.0,21.48,2012-05-01,0.0
21600.0,18.55,2012-05-01,1.0
12000.0,13.99,2012-05-01,1.0
14100.0,13.11,2012-05-01,1.0
10000.0,13.99,2012-05-01,1.0
7525.0,10.74,2012-05-01,1.0
30750.0,20.99,2012-05-01,1.0
17200.0,16.29,2012-05-01,1.0
12800.0,12.12,2012-05-01,1.0
9750.0,12.12,2012-05-01,0.0
3000.0,12.12,2012-05-01,1.0
6300.0,12.12,2012-05-01,1.0
20000.0,13.67,2012-05-01,0.0
17300.0,6.03,2012-05-01,1.0
21400.0,23.13,2012-05-01,0.0
24000.0,23.13,2012-05-01,1.0
2000.0,15.31,2012-05-01,1.0
21650.0,13.11,2012-05-01,1.0
35000.0,22.78,2012-05-01,0.0
7000.0,12.12,2012-05-01,1.0
14000.0,12.12,2012-05-01,0.0
9100.0,6.62,2012-05-01,1.0
3200.0,13.11,2012-05-01,0.0
29700.0,13.11,2012-05-01,1.0
25425.0,23.13,2012-05-01,0.0
9600.0,15.31,2012-05-01,1.0
4800.0,6.62,2012-05-01,1.0
25000.0,13.67,2012-05-01,0.0
5000.0,7.9,2012-05-01,0.0
11200.0,13.11,2012-05-01,1.0
15000.0,20.5,2012-05-01,0.0
20000.0,19.22,2012-05-01,1.0
21000.0,19.22,2012-05-01,0.0
12875.0,14.65,2012-05-01,0.0
15400.0,19.99,2012-05-01,0.0
35000.0,18.25,2012-05-01,1.0
7500.0,9.76,2012-05-01,1.0
9900.0,15.81,2012-05-01,0.0
24000.0,18.55,2012-05-01,0.0
10000.0,13.67,2012-05-01,1.0
14500.0,16.29,2012-05-01,1.0
29700.0,22.45,2012-05-01,0.0
6400.0,12.12,2012-05-01,1.0
8400.0,12.12,2012-05-01,0.0
6000.0,13.11,2012-05-01,1.0
5000.0,14.65,2012-05-01,1.0
5900.0,6.62,2012-05-01,1.0
15200.0,13.99,2012-05-01,1.0
20000.0,20.99,2012-05-01,0.0
19000.0,13.67,2012-05-01,0.0
15000.0,13.99,2012-05-01,1.0
28800.0,15.31,2012-05-01,0.0
3725.0,12.12,2012-05-01,1.0
5000.0,12.12,2012-05-01,0.0
24000.0,19.22,2012-05-01,0.0
12000.0,10.74,2012-05-01,1.0
2400.0,8.9,2012-05-01,0.0
7200.0,13.99,2012-05-01,0.0
13000.0,12.12,2012-05-01,1.0
14000.0,13.99,2012-05-01,1.0
13000.0,9.76,2012-05-01,1.0
10000.0,7.62,2012-05-01,1.0
12000.0,12.12,2012-05-01,1.0
15600.0,13.11,2012-05-01,1.0
8000.0,18.55,2012-05-01,1.0
5000.0,7.62,2012-05-01,0.0
6800.0,8.9,2012-05-01,1.0
28000.0,20.5,2012-05-01,0.0
18000.0,13.99,2012-05-01,1.0
3800.0,13.99,2012-05-01,1.0
9000.0,15.81,2012-05-01,0.0
6850.0,13.11,2012-05-01,0.0
8000.0,10.74,2012-05-01,1.0
10800.0,12.12,2012-05-01,0.0
3000.0,9.76,2012-05-01,1.0
18000.0,20.99,2012-05-01,0.0
1600.0,7.9,2012-05-01,1.0
6000.0,12.12,2012-05-01,1.0
10000.0,9.76,2012-05-01,1.0
10000.0,9.76,2012-05-01,1.0
12000.0,18.25,2012-05-01,1.0
26375.0,20.5,2012-05-01,1.0
8800.0,13.99,2012-05-01,1.0
9000.0,14.65,2012-05-01,0.0
17500.0,13.67,2012-05-01,1.0
8000.0,13.99,2012-05-01,1.0
9600.0,14.65,2012-05-01,1.0
6000.0,7.9,2012-05-01,0.0
14000.0,13.11,2012-05-01,1.0
5600.0,6.62,2012-05-01,1.0
5000.0,16.29,2012-05-01,0.0
10000.0,16.29,2012-05-01,0.0
18000.0,17.99,2012-05-01,0.0
5000.0,7.9,2012-05-01,1.0
12775.0,14.65,2012-05-01,0.0
24000.0,18.55,2012-05-01,1.0
11800.0,13.11,2012-05-01,1.0
17050.0,15.31,2012-05-01,0.0
20000.0,8.9,2012-05-01,1.0
6800.0,10.74,2012-05-01,1.0
10000.0,12.12,2012-05-01,1.0
3000.0,10.74,2012-05-01,0.0
23000.0,13.99,2012-05-01,0.0
9000.0,20.99,2012-05-01,1.0
4375.0,10.74,2012-05-01,1.0
12450.0,21.48,2012-05-01,0.0
7800.0,13.99,2012-05-01,0.0
1800.0,17.99,2012-05-01,1.0
35000.0,7.9,2012-05-01,0.0
6000.0,8.9,2012-05-01,1.0
6000.0,13.67,2012-05-01,1.0
21000.0,22.45,2012-05-01,1.0
15400.0,18.55,2012-05-01,0.0
20000.0,7.62,2012-05-01,1.0
13000.0,8.9,2012-05-01,1.0
12000.0,13.67,2012-05-01,0.0
15000.0,10.74,2012-05-01,1.0
20000.0,13.99,2012-05-01,1.0
4900.0,15.81,2012-05-01,1.0
15000.0,15.81,2012-05-01,1.0
16000.0,13.99,2012-05-01,0.0
3900.0,10.74,2012-05-01,1.0
10000.0,17.99,2012-05-01,0.0
14000.0,12.12,2012-05-01,1.0
7200.0,13.67,2012-05-01,1.0
8000.0,16.29,2012-05-01,0.0
8725.0,7.9,2012-05-01,0.0
21250.0,19.99,2012-05-01,0.0
5800.0,8.9,2012-05-01,1.0
5000.0,15.81,2012-05-01,1.0
8000.0,13.67,2012-05-01,0.0
3500.0,6.03,2012-05-01,1.0
